4 -1
3 3
3 1
4 -1

2 5
3 3
3 1
2 5

3 1
2 5
2 3
3 1

1 7
2 5
2 3
1 7

2 3
1 7
1 5
2 3

5.51091e-16 9
1 7
1 5
5.51091e-16 9

1 5
5.51091e-16 9
4.28626e-16 7
1 5

-1 11
5.51091e-16 9
4.28626e-16 7
-1 11

4.28626e-16 7
-1 11
-1 9
4.28626e-16 7

-2 13
-1 11
-1 9
-2 13

-1 9
-2 13
-2 11
-1 9

-3 15
-2 13
-2 11
-3 15

-2 11
-3 15
-3 13
-2 11

-4 17
-3 15
-3 13
-4 17

-3 13
-4 17
-4 15
-3 13

-5 19
-4 17
-4 15
-5 19

-4 15
-5 19
-5 17
-4 15

-6 21
-5 19
-5 17
-6 21

-5 17
-6 21
-6 19
-5 17

-7 23
-6 21
-6 19
-7 23

3 3
2 7
2 5
3 3

1 9
2 7
2 5
1 9

2 5
1 9
1 7
2 5

6.73556e-16 11
1 9
1 7
6.73556e-16 11

1 7
6.73556e-16 11
5.51091e-16 9
1 7

-1 13
6.73556e-16 11
5.51091e-16 9
-1 13

5.51091e-16 9
-1 13
-1 11
5.51091e-16 9

-2 15
-1 13
-1 11
-2 15

-1 11
-2 15
-2 13
-1 11

-3 17
-2 15
-2 13
-3 17

-2 13
-3 17
-3 15
-2 13

-4 19
-3 17
-3 15
-4 19

-3 15
-4 19
-4 17
-3 15

-5 21
-4 19
-4 17
-5 21

-4 17
-5 21
-5 19
-4 17

-6 23
-5 21
-5 19
-6 23

-5 19
-6 23
-6 21
-5 19

-7 25
-6 23
-6 21
-7 25

-6 21
-7 25
-7 23
-6 21

-8 27
-7 25
-7 23
-8 27

2 7
1 11
1 9
2 7

7.9602e-16 13
1 11
1 9
7.9602e-16 13

1 9
7.9602e-16 13
6.73556e-16 11
1 9

-1 15
7.9602e-16 13
6.73556e-16 11
-1 15

6.73556e-16 11
-1 15
-1 13
6.73556e-16 11

-2 17
-1 15
-1 13
-2 17

-1 13
-2 17
-2 15
-1 13

-3 19
-2 17
-2 15
-3 19

-2 15
-3 19
-3 17
-2 15

-4 21
-3 19
-3 17
-4 21

-3 17
-4 21
-4 19
-3 17

-5 23
-4 21
-4 19
-5 23

-4 19
-5 23
-5 21
-4 19

-6 25
-5 23
-5 21
-6 25

-5 21
-6 25
-6 23
-5 21

-7 27
-6 25
-6 23
-7 27

-6 23
-7 27
-7 25
-6 23

-8 29
-7 27
-7 25
-8 29

-7 25
-8 29
-8 27
-7 25

-9 31
-8 29
-8 27
-9 31

1 11
9.18485e-16 15
7.9602e-16 13
1 11

-1 17
9.18485e-16 15
7.9602e-16 13
-1 17

7.9602e-16 13
-1 17
-1 15
7.9602e-16 13

-2 19
-1 17
-1 15
-2 19

-1 15
-2 19
-2 17
-1 15

-3 21
-2 19
-2 17
-3 21

-2 17
-3 21
-3 19
-2 17

-4 23
-3 21
-3 19
-4 23

-3 19
-4 23
-4 21
-3 19

-5 25
-4 23
-4 21
-5 25

-4 21
-5 25
-5 23
-4 21

-6 27
-5 25
-5 23
-6 27

-5 23
-6 27
-6 25
-5 23

-7 29
-6 27
-6 25
-7 29

-6 25
-7 29
-7 27
-6 25

-8 31
-7 29
-7 27
-8 31

-7 27
-8 31
-8 29
-7 27

-9 33
-8 31
-8 29
-9 33

-8 29
-9 33
-9 31
-8 29

-10 35
-9 33
-9 31
-10 35

9.18485e-16 15
-1 19
-1 17
9.18485e-16 15

-2 21
-1 19
-1 17
-2 21

