-1 17
-2 21
-2 19
-1 17

-3 23
-2 21
-2 19
-3 23

-2 19
-3 23
-3 21
-2 19

-4 25
-3 23
-3 21
-4 25

-3 21
-4 25
-4 23
-3 21

-5 27
-4 25
-4 23
-5 27

-4 23
-5 27
-5 25
-4 23

-6 29
-5 27
-5 25
-6 29

-5 25
-6 29
-6 27
-5 25

-7 31
-6 29
-6 27
-7 31

-6 27
-7 31
-7 29
-6 27

-8 33
-7 31
-7 29
-8 33

-7 29
-8 33
-8 31
-7 29

-9 35
-8 33
-8 31
-9 35

-8 31
-9 35
-9 33
-8 31

-10 37
-9 35
-9 33
-10 37

-9 33
-10 37
-10 35
-9 33

-11 39
-10 37
-10 35
-11 39

-1 19
-2 23
-2 21
-1 19

-3 25
-2 23
-2 21
-3 25

-2 21
-3 25
-3 23
-2 21

-4 27
-3 25
-3 23
-4 27

-3 23
-4 27
-4 25
-3 23

-5 29
-4 27
-4 25
-5 29

-4 25
-5 29
-5 27
-4 25

-6 31
-5 29
-5 27
-6 31

-5 27
-6 31
-6 29
-5 27

-7 33
-6 31
-6 29
-7 33

-6 29
-7 33
-7 31
-6 29

-8 35
-7 33
-7 31
-8 35

-7 31
-8 35
-8 33
-7 31

-9 37
-8 35
-8 33
-9 37

-8 33
-9 37
-9 35
-8 33

-10 39
-9 37
-9 35
-10 39

-9 35
-10 39
-10 37
-9 35

-11 41
-10 39
-10 37
-11 41

-10 37
-11 41
-11 39
-10 37

-12 43
-11 41
-11 39
-12 43

-2 23
-3 27
-3 25
-2 23

-4 29
-3 27
-3 25
-4 29

-3 25
-4 29
-4 27
-3 25

-5 31
-4 29
-4 27
-5 31

-4 27
-5 31
-5 29
-4 27

-6 33
-5 31
-5 29
-6 33

-5 29
-6 33
-6 31
-5 29

-7 35
-6 33
-6 31
-7 35

-6 31
-7 35
-7 33
-6 31

-8 37
-7 35
-7 33
-8 37

-7 33
-8 37
-8 35
-7 33

-9 39
-8 37
-8 35
-9 39

-8 35
-9 39
-9 37
-8 35

-10 41
-9 39
-9 37
-10 41

-9 37
-10 41
-10 39
-9 37

-11 43
-10 41
-10 39
-11 43

-10 39
-11 43
-11 41
-10 39

-12 45
-11 43
-11 41
-12 45

-11 41
-12 45
-12 43
-11 41

-13 47
-12 45
-12 43
-13 47

-3 27
-4 31
-4 29
-3 27

-5 33
-4 31
-4 29
-5 33

-4 29
-5 33
-5 31
-4 29

-6 35
-5 33
-5 31
-6 35

-5 31
-6 35
-6 33
-5 31

-7 37
-6 35
-6 33
-7 37

-6 33
-7 37
-7 35
-6 33

-8 39
-7 37
-7 35
-8 39

-7 35
-8 39
-8 37
-7 35

-9 41
-8 39
-8 37
-9 41

-8 37
-9 41
-9 39
-8 37

-10 43
-9 41
-9 39
-10 43

-9 39
-10 43
-10 41
-9 39

-11 45
-10 43
-10 41
-11 45

-10 41
-11 45
-11 43
-10 41

-12 47
-11 45
-11 43
-12 47

-11 43
-12 47
-12 45
-11 43

-13 49
-12 47
-12 45
-13 49

-12 45
-13 49
-13 47
-12 45

-14 51
-13 49
-13 47
-14 51

-4 31
-5 35
-5 33
-4 31

-6 37
-5 35
-5 33
-6 37

-5 33
-6 37
-6 35
-5 33

-7 39
-6 37
-6 35
-7 39

-6 35
-7 39
-7 37
-6 35

-8 41
-7 39
-7 37
-8 41

-7 37
-8 41
-8 39
-7 37

-9 43
-8 41
-8 39
-9 43

-8 39
-9 43
-9 41
-8 39

-10 45
-9 43
-9 41
-10 45

-9 41
-10 45
-10 43
-9 41

-11 47
-10 45
-10 43
-11 47

-10 43
-11 47
-11 45
-10 43

-12 49
-11 47
-11 45
-12 49

-11 45
-12 49
-12 47
-11 45

-13 51
-12 49
-12 47
-13 51

-12 47
-13 51
-13 49
-12 47

-14 53
-13 51
-13 49
-14 53

-13 49
-14 53
-14 51
-13 49

-15 55
-14 53
-14 51
-15 55

-5 35
-6 39
-6 37
-5 35

-7 41
-6 39
-6 37
-7 41

-6 37
-7 41
-7 39
-6 37

-8 43
-7 41
-7 39
-8 43

-7 39
-8 43
-8 41
-7 39

-9 45
-8 43
-8 41
-9 45

-8 41
-9 45
-9 43
-8 41

-10 47
-9 45
-9 43
-10 47

-9 43
-10 47
-10 45
-9 43

-11 49
-10 47
-10 45
-11 49

-10 45
-11 49
-11 47
-10 45

-12 51
-11 49
-11 47
-12 51

-11 47
-12 51
-12 49
-11 47

-13 53
-12 51
-12 49
-13 53

-12 49
-13 53
-13 51
-12 49

-14 55
-13 53
-13 51
-14 55

-13 51
-14 55
-14 53
-13 51

-15 57
-14 55
-14 53
-15 57

-14 53
-15 57
-15 55
-14 53

-16 59
-15 57
-15 55
-16 59

